,type,block_type,Clasificacion Mamual,makes_sense,text,description,,coordinates_points,filetype,languages,page_number,filename,detection_class_prob,parent_id,image_path,,,,element_id
113,NarrativeText,NarrativeText,NarrativeText,TRUE,"With these advantages also come potential downsides: Wikipedia, or any potential external knowledge source, will probably never be entirely factual and completely devoid of bias. Since RAG can be employed as a language model, similar concerns as for GPT-2 [50] are valid here, although arguably to a lesser extent, including that it might be used to generate abuse, faked or misleading content in the news or on social media; to impersonate others; or to automate the production of spam/phishing content [54]. Advanced language models may also lead to the automation of various jobs in the coming decades [16]. In order to mitigate these risks, AI systems could be employed to ﬁght against misleading content and automated spam/phishing.","The text discusses the potential downsides of using external knowledge sources like Wikipedia and advanced language models like RAG. It highlights concerns about factual accuracy, bias, and the potential for misuse in generating misleading content, impersonation, and spam. It also mentions the possibility of job automation and suggests using AI systems to mitigate these risks.",,"((298.7, 467.4453377777777), (298.7, 707.2414488888891), (1406.630859375, 707.2414488888891), (1406.630859375, 467.4453377777777))",application/pdf,['eng'],10,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.950609148,38950c55b426fe24a0238a827ea5f7de,,,,,2ed3efe05f45c1693d42b1f52ba2a22e
114,Title,Title,Title,TRUE,Acknowledgments,The text 'Acknowledgments' is a sectional heading typically found in documents to denote a section where the author expresses gratitude to those who contributed to the work.,,"((300.0, 754.24288), (300.0, 787.451768888889), (563.100341796875, 787.451768888889), (563.100341796875, 754.24288))",application/pdf,['eng'],10,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.911894858,,,,,,996418f52e07b55d5db0c3442b1ce386
115,NarrativeText,NarrativeText,NarrativeText,TRUE,"The authors would like to thank the reviewers for their thoughtful and constructive feedback on this paper, as well as HuggingFace for their help in open-sourcing code to run RAG models. The authors would also like to thank Kyunghyun Cho and Sewon Min for productive discussions and advice. EP thanks supports from the NSF Graduate Research Fellowship. PL is supported by the FAIR PhD program.","Acknowledgements section where the authors thank reviewers, collaborators, and funding sources.",,"((297.1380310058594, 823.2425599999999), (297.1380310058594, 972.12756), (1411.6591796875, 972.12756), (1411.6591796875, 823.2425599999999))",application/pdf,['eng'],10,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.942962646,996418f52e07b55d5db0c3442b1ce386,,,,,fb4bfffbd33fdbf8ccd70dd49d82a103
116,Title,Title,Title,TRUE,References,The text 'References' is a sectional heading typically used to denote the start of a bibliography or citation section in a document.,,"((300.0, 1019.1289911111111), (300.0, 1052.33788), (457.0539245605469, 1052.33788), (457.0539245605469, 1019.1289911111111))",application/pdf,['eng'],10,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8841151,,,,,,951982b33987f89d920603f4bca9502a
117,ListItem,Bibliography,Bibliography,TRUE,"[1] Payal Bajaj, Daniel Campos, Nick Craswell, Li Deng, Jianfeng Gao, Xiaodong Liu, Rangan Majumder, Andrew McNamara, Bhaskar Mitra, Tri Nguyen, Mir Rosenberg, Xia Song, Alina Stoica, Saurabh Tiwary, and Tong Wang. MS MARCO: A Human Generated MAchine Reading COmprehension Dataset. arXiv:1611.09268 [cs], November 2016. URL http: //arxiv.org/abs/1611.09268. arXiv: 1611.09268.",This text block is a bibliographic citation for a paper titled 'MS MARCO: A Human Generated MAchine Reading COmprehension Dataset' authored by multiple individuals and published on arXiv in November 2016.,,"((301.74755859375, 1072.9092266666664), (301.74755859375, 1221.9630477777778), (1416.9937744140625, 1221.9630477777778), (1416.9937744140625, 1072.9092266666664))",application/pdf,['eng'],10,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.936985493,951982b33987f89d920603f4bca9502a,,,,,0b9defbbdf6ec38cb23225bc0a81f68e
118,ListItem,Bibliography,Bibliography,TRUE,"[2] Petr Baudiš and Jan Šediv`y. Modeling of the question answering task in the yodaqa system. In International Conference of the Cross-Language Evaluation Forum for European Languages, pages 222–228. Springer, 2015. URL https://link.springer.com/chapter/10.1007% 2F978-3-319-24027-5_20.","This text block is a bibliographic citation for a conference paper by Petr Baudiš and Jan Šedivý, including the title, conference details, page numbers, publisher, year, and URL.",,"((308.7306213378906, 1250.4758933333335), (308.7306213378906, 1369.4602699999998), (1415.131591796875, 1369.4602699999998), (1415.131591796875, 1250.4758933333335))",application/pdf,['eng'],10,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.941792548,951982b33987f89d920603f4bca9502a,,,,,ea80ce1c60febf832f71fac05d1e52a9
119,ListItem,Bibliography,Bibliography,TRUE,"[3] Jonathan Berant, Andrew Chou, Roy Frostig, and Percy Liang. Semantic Parsing on Freebase from Question-Answer Pairs. In Proceedings of the 2013 Conference on Empirical Methods in Natural Language Processing, pages 1533–1544, Seattle, Washington, USA, October 2013. Association for Computational Linguistics. URL http://www.aclweb.org/anthology/ D13-1160.",This text block is a bibliographic citation for a paper presented at the 2013 Conference on Empirical Methods in Natural Language Processing.,,"((303.06732177734375, 1394.728671111111), (303.06732177734375, 1543.7824922222221), (1414.0047607421875, 1543.7824922222221), (1414.0047607421875, 1394.728671111111))",application/pdf,['eng'],10,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.93730545,951982b33987f89d920603f4bca9502a,,,,,dc755574d4dfc6612adb1b8e45fc66db
120,ListItem,Bibliography,Bibliography,TRUE,"[4] Bin Bi, Chenliang Li, Chen Wu, Ming Yan, and Wei Wang. Palm: Pre-training an autoencod- ing&autoregressive language model for context-conditioned generation. ArXiv, abs/2004.07159, 2020. URL https://arxiv.org/abs/2004.07159.","This text block is a bibliographic citation for a paper titled 'Palm: Pre-training an autoencoding&autoregressive language model for context-conditioned generation' by authors Bin Bi, Chenliang Li, Chen Wu, Ming Yan, and Wei Wang, published on ArXiv in 2020.",,"((305.01519775390625, 1569.0536711111108), (305.01519775390625, 1657.4991588888886), (1416.242431640625, 1657.4991588888886), (1416.242431640625, 1569.0536711111108))",application/pdf,['eng'],10,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.941745818,951982b33987f89d920603f4bca9502a,,,,,755812a8913697c090d6e002bbd37a58
121,ListItem,Bibliography,Bibliography,TRUE,"[5] Danqi Chen, Adam Fisch, Jason Weston, and Antoine Bordes. Reading Wikipedia to Answer Open-Domain Questions. In Proceedings of the 55th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 1870–1879, Vancouver, Canada, July 2017. Association for Computational Linguistics. doi: 10.18653/v1/P17-1171. URL https://www.aclweb.org/anthology/P17-1171.",This text block is a bibliographic citation for a paper presented at the 55th Annual Meeting of the Association for Computational Linguistics.,,"((305.27001953125, 1682.7703377777777), (305.27001953125, 1831.8213811111111), (1416.7315673828125, 1831.8213811111111), (1416.7315673828125, 1682.7703377777777))",application/pdf,['eng'],10,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.933512568,951982b33987f89d920603f4bca9502a,,,,,c0295956538df42de59886295656c1f9
122,ListItem,Bibliography,Bibliography,TRUE,"[6] Eunsol Choi, Daniel Hewlett, Jakob Uszkoreit, Illia Polosukhin, Alexandre Lacoste, and Jonathan Berant. Coarse-to-ﬁne question answering for long documents. In Proceedings of the 55th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 209–220, Vancouver, Canada, July 2017. Association for Computational Linguistics. doi: 10.18653/v1/P17-1020. URL https://www.aclweb.org/anthology/P17-1020.","This text block is a bibliographic citation for a paper presented at the 55th Annual Meeting of the Association for Computational Linguistics. It includes the authors, title, publication venue, page numbers, location, date, publisher, DOI, and URL.",,"((306.9996032714844, 1857.09256), (306.9996032714844, 2006.1436033333332), (1416.7484130859375, 2006.1436033333332), (1416.7484130859375, 1857.09256))",application/pdf,['eng'],10,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.933971524,951982b33987f89d920603f4bca9502a,,,,,88f7eb4260a9a61e65a8d2b369f1f816
123,Footer,UncategorizedText,UncategorizedText,FALSE,10,The text '10' does not provide enough context or information to be classified into any specific category.,,"((836.1638888888889, 2061.325893333333), (836.1638888888889, 2088.999782222222), (865.3172607421875, 2088.999782222222), (865.3172607421875, 2061.325893333333))",application/pdf,['eng'],10,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.786098778,,,,,,f3fee13aa01f01e091e1959b4bf12f07
124,ListItem,Bibliography,Bibliography,TRUE,"[7] Christopher Clark and Matt Gardner. Simple and Effective Multi-Paragraph Reading Compre- hension. arXiv:1710.10723 [cs], October 2017. URL http://arxiv.org/abs/1710.10723. arXiv: 1710.10723.","This text block is a bibliographic citation for a paper by Christopher Clark and Matt Gardner titled 'Simple and Effective Multi-Paragraph Reading Comprehension,' published on arXiv in October 2017.",,"((307.6064453125, 205.97867111111094), (307.6064453125, 294.2581155555555), (1414.817626953125, 294.2581155555555), (1414.817626953125, 205.97867111111094))",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.937167048,,,,,,425770fcc9dc87bef1523bd6112d8243
125,ListItem,Bibliography,Bibliography,TRUE,"[8] Jacob Devlin, Ming-Wei Chang, Kenton Lee, and Kristina Toutanova. BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding. In Proceedings of the 2019 Con- ference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers), pages 4171–4186, Minneapolis, Minnesota, June 2019. Association for Computational Linguistics. doi: 10.18653/v1/N19-1423. URL https://www.aclweb.org/anthology/N19-1423.","This text block is a bibliographic citation for a paper titled 'BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding' by Jacob Devlin, Ming-Wei Chang, Kenton Lee, and Kristina Toutanova, published in the Proceedings of the 2019 Conference of the North American Chapter of the Association for Computational Linguistics.",,"((311.015869140625, 320.8425599999998), (311.015869140625, 500.1991588888889), (1408.14013671875, 500.1991588888889), (1408.14013671875, 320.8425599999998))",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.95191747,,,,,,c43d18bf273915bc9ff6a0335049650a
126,ListItem,Bibliography,Bibliography,TRUE,"[9] Emily Dinan, Stephen Roller, Kurt Shuster, Angela Fan, Michael Auli, and Jason Weston. Wiz- ard of wikipedia: Knowledge-powered conversational agents. In International Conference on Learning Representations, 2019. URL https://openreview.net/forum?id=r1l73iRqKm.","This text block is a bibliographic citation for a paper presented at the International Conference on Learning Representations in 2019, authored by Emily Dinan, Stephen Roller, Kurt Shuster, Angela Fan, Michael Auli, and Jason Weston.",,"((308.9830017089844, 526.61756), (308.9830017089844, 615.0630477777778), (1414.0797119140625, 615.0630477777778), (1414.0797119140625, 526.61756))",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.937503934,,,,,,d56539fe76bd08654502f5c48aa71883
127,ListItem,Bibliography,Bibliography,TRUE,"[10] Matthew Dunn, Levent Sagun, Mike Higgins, V. Ugur Guney, Volkan Cirik, and Kyunghyun Cho. SearchQA: A New Q&A Dataset Augmented with Context from a Search Engine. arXiv:1704.05179 [cs], April 2017. URL http://arxiv.org/abs/1704.05179. arXiv: 1704.05179.","This text block is a bibliographic citation for a paper titled 'SearchQA: A New Q&A Dataset Augmented with Context from a Search Engine' authored by Matthew Dunn, Levent Sagun, Mike Higgins, V. Ugur Guney, Volkan Cirik, and Kyunghyun Cho, published on arXiv in April 2017.",,"((297.7619323730469, 641.4842266666666), (297.7619323730469, 760.0664488888889), (1414.9630126953125, 760.0664488888889), (1414.9630126953125, 641.4842266666666))",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.94153583,,,,,,a91af638a7e7086c3f8de580296416d8
128,ListItem,Bibliography,Bibliography,TRUE,"[11] Angela Fan, Mike Lewis, and Yann Dauphin. Hierarchical neural story generation. In Proceed- ings of the 56th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 889–898, Melbourne, Australia, July 2018. Association for Computational Linguistics. doi: 10.18653/v1/P18-1082. URL https://www.aclweb.org/anthology/ P18-1082.","This text block is a bibliographic citation for a paper titled 'Hierarchical neural story generation' by Angela Fan, Mike Lewis, and Yann Dauphin, published in the Proceedings of the 56th Annual Meeting of the Association for Computational Linguistics in July 2018.",,"((297.69525146484375, 786.0143938888888), (297.69525146484375, 935.7047144444444), (1416.7442626953125, 935.7047144444444), (1416.7442626953125, 786.0143938888888))",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.934091568,,,,,,b9ce1fdcc4b5c4a1a1b2016f7f0c02e5
129,ListItem,Bibliography,Bibliography,TRUE,"[12] Angela Fan, Yacine Jernite, Ethan Perez, David Grangier, Jason Weston, and Michael Auli. ELI5: Long form question answering. In Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics, pages 3558–3567, Florence, Italy, July 2019. Association for Computational Linguistics. doi: 10.18653/v1/P19-1346. URL https://www.aclweb.org/ anthology/P19-1346.",This text block is a bibliographic citation for a paper titled 'ELI5: Long form question answering' presented at the 57th Annual Meeting of the Association for Computational Linguistics in 2019.,,"((299.51190185546875, 962.1231155555556), (299.51190185546875, 1111.1769366666667), (1416.8175048828125, 1111.1769366666667), (1416.8175048828125, 962.1231155555556))",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.933576882,,,,,,bae1b5c8fe9217e729f82a0b1bac9563
130,ListItem,Bibliography,Bibliography,TRUE,"[13] Angela Fan, Claire Gardent, Chloe Braud, and Antoine Bordes. Augmenting transformers with KNN-based composite memory, 2020. URL https://openreview.net/forum?id= H1gx1CNKPH.","This text block is a bibliographic citation of a paper, including the authors' names, title of the work, year of publication, and a URL for accessing the paper.",,"((300.00000000000006, 1137.5953377777778), (300.00000000000006, 1226.0408255555556), (1415.3114013671875, 1226.0408255555556), (1415.3114013671875, 1137.5953377777778))",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.942200661,,,,,,37bd601c2d2934eef58f49d5d22f3041
131,ListItem,Bibliography,Bibliography,TRUE,"[14] Thibault Févry, Livio Baldini Soares, Nicholas FitzGerald, Eunsol Choi, and Tom Kwiatkowski. Entities as experts: Sparse memory access with entity supervision. ArXiv, abs/2004.07202, 2020. URL https://arxiv.org/abs/2004.07202.","This text block is a bibliographic citation of an academic paper, including the authors, title, publication source, and URL.",,"((300.0, 1252.4620044444443), (300.0, 1340.9074922222221), (1418.5889892578125, 1340.9074922222221), (1418.5889892578125, 1252.4620044444443))",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.93868798,,,,,,28989f5ccb379d69290904c8de007caf
132,ListItem,Bibliography,Bibliography,TRUE,"[15] Marjan Ghazvininejad, Chris Brockett, Ming-Wei Chang, Bill Dolan, Jianfeng Gao, Wen tau Yih, and Michel Galley. A knowledge-grounded neural conversation model. In AAAI Conference on Artiﬁcial Intelligence, 2018. URL https://www.aaai.org/ocs/index.php/ AAAI/AAAI18/paper/view/16710.",This text block is a bibliographic citation for a paper titled 'A knowledge-grounded neural conversation model' presented at the AAAI Conference on Artificial Intelligence in 2018.,,"((299.5888977050781, 1367.3258933333332), (299.5888977050781, 1486.0741588888889), (1414.836669921875, 1486.0741588888889), (1414.836669921875, 1367.3258933333332))",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.942127883,,,,,,0dd6526cb09fbeb9f413fd977957bc0b
133,ListItem,Bibliography,Bibliography,TRUE,"[16] Katja Grace, John Salvatier, Allan Dafoe, Baobao Zhang, and Owain Evans. When will AI exceed human performance? evidence from AI experts. CoRR, abs/1705.08807, 2017. URL http://arxiv.org/abs/1705.08807.","This text block is a bibliographic citation for a paper titled 'When will AI exceed human performance? evidence from AI experts' by Katja Grace, John Salvatier, Allan Dafoe, Baobao Zhang, and Owain Evans, published in 2017.",,"((298.5525817871094, 1512.4953377777776), (298.5525817871094, 1600.9408255555556), (1417.054443359375, 1600.9408255555556), (1417.054443359375, 1512.4953377777776))",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.940299034,,,,,,e391b8a6882fdb68f83bef5c3bc299bd
134,ListItem,Bibliography,Bibliography,TRUE,"[17] Jiatao Gu, Yong Wang, Kyunghyun Cho, and Victor O.K. Li. Search engine guided neural In AAAI Conference on Artiﬁcial Intelligence, 2018. URL https: machine translation. //www.aaai.org/ocs/index.php/AAAI/AAAI18/paper/view/17282.","This text block is a citation from a bibliography section, referencing a paper presented at the AAAI Conference on Artificial Intelligence in 2018.",,"((300.00000000000006, 1627.3592266666665), (300.00000000000006, 1715.807492222222), (1414.225830078125, 1715.807492222222), (1414.225830078125, 1627.3592266666665))",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.937484384,,,,,,7a822751432f4477ccdf62a557d90cf3
135,ListItem,Bibliography,Bibliography,TRUE,"[18] Jiatao Gu, Yong Wang, Kyunghyun Cho, and Victor O.K. Li. Search engine guided neural machine translation. In 32nd AAAI Conference on Artiﬁcial Intelligence, AAAI 2018, 32nd AAAI Conference on Artiﬁcial Intelligence, AAAI 2018, pages 5133–5140. AAAI press, 2018. 32nd AAAI Conference on Artiﬁcial Intelligence, AAAI 2018 ; Conference date: 02-02-2018 Through 07-02-2018.",This text block is a bibliographic citation for a conference paper presented at the 32nd AAAI Conference on Artificial Intelligence in 2018.,,"((299.6081237792969, 1742.2258933333333), (299.6081237792969, 1891.110893333333), (1416.175048828125, 1891.110893333333), (1416.175048828125, 1742.2258933333333))",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.934353113,,,,,,5e1ce5623a5ed15cb2819f951063e65d
136,ListItem,,Bibliography,,"[19] Kelvin Guu, Tatsunori B. Hashimoto, Yonatan Oren, and Percy Liang. Generating sentences by editing prototypes. Transactions of the Association for Computational Linguistics, 6:437–450, 2018. doi: 10.1162/tacl_a_00030. URL https://www.aclweb.org/anthology/Q18-1031.",,,"((300.00000000000006, 1917.6981155555554), (300.00000000000006, 2006.1436033333332), (1409.8304443359375, 2006.1436033333332), (1409.8304443359375, 1917.6981155555554))",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.940179884,,,,,,7a74bb531db41f8bd81c5f8169cdef54
137,Footer,UncategorizedText,UncategorizedText,FALSE,11,The text '11' does not provide enough context or information to be classified into any specific category.,,"((836.1638888888889, 2061.325893333333), (836.1638888888889, 2088.999782222222), (863.8377777777777, 2088.999782222222), (863.8377777777777, 2061.325893333333))",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.787228405,,,,,,a327968707acbd64bd15ac8cda2c7e77
138,ListItem,Bibliography,Bibliography,TRUE,"[20] Kelvin Guu, Kenton Lee, Zora Tung, Panupong Pasupat, and Ming-Wei Chang. REALM: Retrieval-augmented language model pre-training. ArXiv, abs/2002.08909, 2020. URL https: //arxiv.org/abs/2002.08909.","This text block is a bibliographic citation for a paper titled 'REALM: Retrieval-augmented language model pre-training' authored by Kelvin Guu, Kenton Lee, Zora Tung, Panupong Pasupat, and Ming-Wei Chang, published on ArXiv in 2020.",,"((300.0, 205.97867111111094), (300.0, 294.42415888888877), (1413.401123046875, 294.42415888888877), (1413.401123046875, 205.97867111111094))",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.934605598,,,,,,e2e445b5f6a136a07be9337d261c0e37
139,ListItem,Bibliography,Bibliography,TRUE,"A In S. Bengio, retrieve-and-edit H. Wallach, H. Larochelle, K. Grauman, N. Cesa-Bianchi, and R. Garnett, ed- itors, Advances pages 10052– 10062. Curran Associates, URL http://papers.nips.cc/paper/ 8209-a-retrieve-and-edit-framework-for-predicting-structured-outputs. pdf.","This text block is a citation from a bibliography section, referencing a paper titled 'A Retrieve-and-Edit Framework for Predicting Structured Outputs' published in Advances by Curran Associates.",,"((299.9999999999999, 320.26755999999983), (299.9999999999999, 529.924158888889), (1415.966796875, 529.924158888889), (1415.966796875, 320.26755999999983))",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.950760543,,,,,,f443b3a6f1bb1d591099327fdd21afda
140,ListItem,Bibliography,Bibliography,TRUE,"[22] Nabil Hossain, Marjan Ghazvininejad, and Luke Zettlemoyer. Simple and effective retrieve- edit-rerank text generation. In Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics, pages 2532–2538, Online, July 2020. Association for Computa- tional Linguistics. doi: 10.18653/v1/2020.acl-main.228. URL https://www.aclweb.org/ anthology/2020.acl-main.228.",This text block is a bibliographic citation for a paper presented at the 58th Annual Meeting of the Association for Computational Linguistics.,,"((296.1883850097656, 555.7675599999998), (296.1883850097656, 704.8186033333334), (1419.547607421875, 704.8186033333334), (1419.547607421875, 555.7675599999998))",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.935949087,,,,,,af13f16c42071f87c398190e58c52d8d
141,ListItem,Bibliography,Bibliography,TRUE,"[23] Jeff Johnson, Matthijs Douze, and Hervé Jégou. Billion-scale similarity search with gpus. arXiv preprint arXiv:1702.08734, 2017. URL https://arxiv.org/abs/1702.08734.","This text block is a bibliographic citation for a paper titled 'Billion-scale similarity search with gpus' by Jeff Johnson, Matthijs Douze, and Hervé Jégou, published as an arXiv preprint in 2017.",,"((300.00000000000006, 730.0255050000001), (300.00000000000006, 788.8047144444444), (1410.3035888671875, 788.8047144444444), (1410.3035888671875, 730.0255050000001))",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.932455003,,,,,,52f89320a94732cc135a27c29f25d51c
142,ListItem,Bibliography,Bibliography,TRUE,"[24] Mandar Joshi, Eunsol Choi, Daniel Weld, and Luke Zettlemoyer. TriviaQA: A Large Scale Distantly Supervised Challenge Dataset for Reading Comprehension. In Proceedings of the 55th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 1601–1611, Vancouver, Canada, July 2017. Association for Computational Linguistics. doi: 10.18653/v1/P17-1147. URL https://www.aclweb.org/anthology/P17-1147.","This text block is a bibliographic citation for a paper titled 'TriviaQA: A Large Scale Distantly Supervised Challenge Dataset for Reading Comprehension' by Mandar Joshi, Eunsol Choi, Daniel Weld, and Luke Zettlemoyer, published in the Proceedings of the 55th Annual Meeting of the Association for Computational Linguistics.",,"((297.2787170410156, 814.6481155555556), (297.2787170410156, 963.699158888889), (1418.163330078125, 963.699158888889), (1418.163330078125, 814.6481155555556))",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.936085761,,,,,,efdbc77b7569e2069fd0313f356a4282
143,ListItem,Bibliography,Bibliography,TRUE,"Inferring algorithmic patterns with stack- the 28th International Conference on augmented recurrent nets. Neural Information Processing Systems - Volume 1, NIPS’15, page 190–198, Cam- bridge, MA, USA, 2015. MIT Press. URL https://papers.nips.cc/paper/ 5857-inferring-algorithmic-patterns-with-stack-augmented-recurrent-nets.","This text block is a citation from a bibliography section, referencing a paper presented at the 28th International Conference on Neural Information Processing Systems in 2015.",,"((298.3515625, 989.54256), (298.3515625, 1138.5936033333332), (1417.2613525390625, 1138.5936033333332), (1417.2613525390625, 989.54256))",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.93591547,,,,,,2cdc89a4faf7ddd20900721eb6a099c7
144,ListItem,,Bibliography,,"[26] Vladimir Karpukhin, Barlas Oguz, Sewon Min, Ledell Wu, Sergey Edunov, Danqi Chen, and Wen-tau Yih. Dense passage retrieval for open-domain question answering. arXiv preprint arXiv:2004.04906, 2020. URL https://arxiv.org/abs/2004.04906.",,,"((300.0, 1164.4370044444445), (300.0, 1252.8824922222223), (1413.8370361328125, 1252.8824922222223), (1413.8370361328125, 1164.4370044444445))",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.936874628,,,,,,3dbc6ce3702760f3ed78e6a97570f1bf
145,ListItem,Bibliography,Bibliography,TRUE,"[27] Urvashi Khandelwal, Omer Levy, Dan Jurafsky, Luke Zettlemoyer, and Mike Lewis. Generaliza- tion through memorization: Nearest neighbor language models. In International Conference on Learning Representations, 2020. URL https://openreview.net/forum?id=HklBjCEKvH.","This text block is a bibliographic citation for a paper presented at the International Conference on Learning Representations in 2020, authored by Urvashi Khandelwal, Omer Levy, Dan Jurafsky, Luke Zettlemoyer, and Mike Lewis.",,"((300.0, 1278.7258933333333), (300.0, 1367.1713811111113), (1411.29248046875, 1367.1713811111113), (1411.29248046875, 1278.7258933333333))",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.935660899,,,,,,68c60234637393ef3f5d961c7538a0df
146,ListItem,,Bibliography,,"[28] Diederik P. Kingma and Jimmy Ba. Adam: A method for stochastic optimization. In Yoshua Bengio and Yann LeCun, editors, 3rd International Conference on Learning Representations, ICLR 2015, San Diego, CA, USA, May 7-9, 2015, Conference Track Proceedings, 2015. URL http://arxiv.org/abs/1412.6980.",,,"((298.5367431640625, 1393.0147822222223), (298.5367431640625, 1511.7630477777777), (1414.0994873046875, 1511.7630477777777), (1414.0994873046875, 1393.0147822222223))",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.939314127,,,,,,41652bcf99b648106014cf8c0a17dbda
147,ListItem,Bibliography,Bibliography,TRUE,"[29] Tom Kwiatkowski, Jennimaria Palomaki, Olivia Redﬁeld, Michael Collins, Ankur Parikh, Chris Alberti, Danielle Epstein, Illia Polosukhin, Matthew Kelcey, Jacob Devlin, Ken- ton Lee, Kristina N. Toutanova, Llion Jones, Ming-Wei Chang, Andrew Dai, Jakob Uszkoreit, Quoc Le, and Slav Petrov. Natural Questions: a Benchmark for Ques- the Association of Computational Lin- tion Answering Research. guistics, 2019. URL https://tomkwiat.users.x20web.corp.google.com/papers/ natural-questions/main-1455-kwiatkowski.pdf.",This text block is a bibliographic citation for a research paper titled 'Natural Questions: a Benchmark for Question Answering Research' authored by multiple individuals and published by the Association of Computational Linguistics in 2019.,,"((300.0, 1537.606448888889), (300.0, 1747.2630477777777), (1411.2957763671875, 1747.2630477777777), (1411.2957763671875, 1537.606448888889))",application/pdf,['eng'],12,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.950042903,,,,,,38040b6bff9aea88b9dc4c1b3073b4a0
