,block_type,text,file_type,languages,page_number,filename,description,authors,research_lab,publication_year,title,section_title
89,NarrativeText,"Index hot-swapping An advantage of non-parametric memory models like RAG is that knowledge can be easily updated at test time. Parametric-only models like T5 or BART need further training to update their behavior as the world changes. To demonstrate, we build an index using the DrQA [5] Wikipedia dump from December 2016 and compare outputs from RAG using this index to the newer index from our main results (December 2018). We prepare a list of 82 world leaders who had changed",application/pdf,['eng'],7,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,This block discusses the advantage of non-parametric memory models like RAG in updating knowledge and compares it to parametric models. It mentions using a specific index for comparison and introduces a study about world leaders.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,4.5 Additional Results
91,FigureCaption,Table 4: Human assessments for the Jeopardy Question Generation Task.,application/pdf,['eng'],8,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"Describes the contents of Table 4, which presents human evaluations for the Jeopardy Question Generation Task.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,4.5 Additional Results
92,FigureCaption,Table 5: Ratio of distinct to total tri-grams for generation tasks.,application/pdf,['eng'],8,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"Describes the data presented in table 5, which shows the ratio of distinct to total tri-grams for generation tasks.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,4.5 Additional Results
93,Table,"|         | Factuality | Specificity |
| -------- | ---------- | ----------- |
| BART better | 7.1%       | 16.8%      |
| RAG better | **42.7%**      | **37.4%**     |
| Both good | 11.7%      | 11.8%      |
| Both poor | 17.7%      | 6.9%       |
| No majority | 20.8%      | 20.1%      |

|         | MSMARCO | Jeopardy QGen |
| -------- | -------- | -------------- |
| Gold     | 89.6%   | 90.0%         |
| BART     | 70.7%   | 32.4%         |
| RAG-Token | 77.8%   | 46.8%         |
| RAG-Seq. | 83.5%   | 53.8%         | 
",application/pdf,['eng'],8,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Table 5: Ratio of distinct to total tri-grams for generation tasks.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,4.5 Additional Results
94,FigureCaption,"Table 6: Ablations on the dev set. As FEVER is a classiﬁcation task, both RAG models are equivalent.",application/pdf,['eng'],8,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"Description of Table 6, focusing on ablation study results on the dev set for a classification task within the FEVER dataset.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,4.5 Additional Results
95,Table,"<table>
<thead>
<tr>
<th>Model</th>
<th>NQ</th>
<th>TQA</th>
<th>WQ</th>
<th>CT</th>
<th>Jeopardy-QGen</th>
<th>MSMarco</th>
<th>FVR-3</th>
<th>FVR-2</th>
</tr>
</thead>
<tbody>
<tr>
<td></td>
<td></td>
<td>Exact Match</td>
<td></td>
<td></td>
<td>B-1</td>
<td>QB-1</td>
<td>R-L</td>
<td>B-1</td>
<td>Label Accuracy</td>
</tr>
<tr>
<td>RAG-Token-BM25</td>
<td>29.7</td>
<td>41.5</td>
<td>32.1</td>
<td>33.1</td>
<td>17.5</td>
<td>22.3</td>
<td>55.5</td>
<td>48.4</td>
<td>**75.1**</td>
<td>**91.6**</td>
</tr>
<tr>
<td>RAG-Sequence-BM25</td>
<td>31.8</td>
<td>44.1</td>
<td>36.6</td>
<td>33.8</td>
<td>11.1</td>
<td>19.5</td>
<td>56.5</td>
<td>46.9</td>
<td></td>
<td></td>
</tr>
<tr>
<td>RAG-Token-Frozen</td>
<td>37.8</td>
<td>50.1</td>
<td>37.1</td>
<td>51.1</td>
<td>16.7</td>
<td>21.7</td>
<td>55.9</td>
<td>49.4</td>
<td>72.9</td>
<td>89.4</td>
</tr>
<tr>
<td>RAG-Sequence-Frozen</td>
<td>41.2</td>
<td>52.1</td>
<td>41.8</td>
<td>52.6</td>
<td>11.8</td>
<td>19.6</td>
<td>56.7</td>
<td>47.3</td>
<td></td>
<td></td>
</tr>
<tr>
<td>RAG-Token</td>
<td>43.5</td>
<td>54.8</td>
<td>**46.5**</td>
<td>51.9</td>
<td>**17.9**</td>
<td>**22.6**</td>
<td>56.2</td>
<td>**49.4**</td>
<td>74.5</td>
<td>90.6</td>
</tr>
<tr>
<td>RAG-Sequence</td>
<td>**44.0**</td>
<td>**55.8**</td>
<td>44.9</td>
<td>**53.4**</td>
<td>15.3</td>
<td>21.5</td>
<td>**57.2**</td>
<td>47.5</td>
<td></td>
<td></td>
</tr>
</tbody></table>",application/pdf,['eng'],8,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"Table 6: Ablations on the dev set. As FEVER is a classiﬁcation task, both RAG models are equivalent.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,4.5 Additional Results
97,NarrativeText,"between these dates and use a template “Who is {position}?” (e.g. “Who is the President of Peru?”) to query our NQ RAG model with each index. RAG answers 70% correctly using the 2016 index for 2016 world leaders and 68% using the 2018 index for 2018 world leaders. Accuracy with mismatched indices is low (12% with the 2018 index and 2016 leaders, 4% with the 2016 index and 2018 leaders). This shows we can update RAG’s world knowledge by simply replacing its non-parametric memory.",application/pdf,['eng'],8,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"This block discusses the impact of using different year indices on a retrieval-augmented generation (RAG) model's accuracy in answering questions about world leaders. It highlights that matching the index year to the question year improves accuracy, demonstrating the model's ability to update its knowledge with a simple memory replacement.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,4.5 Additional Results
98,NarrativeText,"Effect of Retrieving more documents Models are trained with either 5 or 10 retrieved latent documents, and we do not observe signiﬁcant differences in performance between them. We have the ﬂexibility to adjust the number of retrieved documents at test time, which can affect performance and runtime. Figure 3 (left) shows that retrieving more documents at test time monotonically improves Open-domain QA results for RAG-Sequence, but performance peaks for RAG-Token at 10 retrieved documents. Figure 3 (right) shows that retrieving more documents leads to higher Rouge-L for RAG-Token at the expense of Bleu-1, but the effect is less pronounced for RAG-Sequence.",application/pdf,['eng'],8,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"This paragraph discusses the impact of retrieving different numbers of documents on the performance of RAG-Sequence and RAG-Token models in open-domain question answering. It highlights that retrieving more documents generally improves RAG-Sequence's results, while RAG-Token peaks at 10 documents. The impact on Rouge-L and Bleu-1 scores is also mentioned.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,4.5 Additional Results
99,Image,"The figure presents three line charts illustrating the performance of different models based on the number of retrieved documents (K), ranging from 1 to 50.

**Chart 1 (left): NQ Exact Match**

* Shows the ""NQ Exact Match"" score on the Y-axis. 
* Both ""RAG-Tok"" (solid brown line) and ""RAG-Seq"" (dashed teal line) models show increasing performance as K increases, with ""RAG-Seq"" slightly outperforming ""RAG-Tok.""

**Chart 2 (center):  NQ Answer Recall @ K**

* Displays the ""NQ Answer Recall @ K"" on the Y-axis.
* All models' performance improves with increasing K. 
* ""RAG-Tok"" (solid brown line) and ""RAG-Seq"" (dashed teal line) outperform ""Fixed DPR"" (dash-dotted blue line) and ""BM25"" (dotted gray line) significantly.

**Chart 3 (right): Bleu-1 / Rouge-L score**

* Depicts the ""Bleu-1 / Rouge-L score"" on the Y-axis.
* ""RAG-Tok R-L"" (solid brown line) and ""RAG-Seq R-L"" (dashed teal line) show relatively stable performance across different K values. 
* ""RAG-Tok B-1"" (dotted brown line) and ""RAG-Seq B-1"" (dash-dotted teal line) show a decreasing trend as K increases. 
",application/pdf,['eng'],8,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Figure 3: Left: NQ performance as more documents are retrieved. Center: Retrieval recall perfor- mance in NQ. Right: MS-MARCO Bleu-1 and Rouge-L as more documents are retrieved.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,4.5 Additional Results
100,FigureCaption,Figure 3: Left: NQ performance as more documents are retrieved. Center: Retrieval recall perfor- mance in NQ. Right: MS-MARCO Bleu-1 and Rouge-L as more documents are retrieved.,application/pdf,['eng'],8,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"Description of the figures illustrating NQ performance and retrieval recall performance with varying numbers of retrieved documents, along with MS MARCO Bleu-1 and Rouge-L scores.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,4.5 Additional Results
102,NarrativeText,"Single-Task Retrieval Prior work has shown that retrieval improves performance across a variety of NLP tasks when considered in isolation. Such tasks include open-domain question answering [5, 29], fact checking [56], fact completion [48], long-form question answering [12], Wikipedia article generation [36], dialogue [41, 65, 9, 13], translation [17], and language modeling [19, 27]. Our work uniﬁes previous successes in incorporating retrieval into individual tasks, showing that a single retrieval-based architecture is capable of achieving strong performance across several tasks.",application/pdf,['eng'],8,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"Discusses the use of retrieval techniques to enhance performance in various NLP tasks, citing previous research.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,5 Related Work
104,NarrativeText,"General-Purpose Architectures for NLP Prior work on general-purpose architectures for NLP tasks has shown great success without the use of retrieval. A single, pre-trained language model has been shown to achieve strong performance on various classiﬁcation tasks in the GLUE bench- marks [60, 61] after ﬁne-tuning [49, 8]. GPT-2 [50] later showed that a single, left-to-right, pre-trained language model could achieve strong performance across both discriminative and generative tasks. For further improvement, BART [32] and T5 [51, 52] propose a single, pre-trained encoder-decoder model that leverages bi-directional attention to achieve stronger performance on discriminative and generative tasks. Our work aims to expand the space of possible tasks with a single, uniﬁed architecture, by learning a retrieval module to augment pre-trained, generative language models.",application/pdf,['eng'],9,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"Discusses prior research on general-purpose architectures for NLP, highlighting successes in various tasks without retrieval methods.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,5 Related Work
105,NarrativeText,"Learned Retrieval There is signiﬁcant work on learning to retrieve documents in information retrieval, more recently with pre-trained, neural language models [44, 26] similar to ours. Some work optimizes the retrieval module to aid in a speciﬁc, downstream task such as question answering, using search [46], reinforcement learning [6, 63, 62], or a latent variable approach [31, 20] as in our work. These successes leverage different retrieval-based architectures and optimization techniques to achieve strong performance on a single task, while we show that a single retrieval-based architecture can be ﬁne-tuned for strong performance on a variety of tasks.",application/pdf,['eng'],9,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"This text segment delves into the concept of learned retrieval in information retrieval, highlighting its application with pre-trained neural language models. It compares various optimization techniques used in retrieval modules for tasks like question answering and contrasts them with the authors' own approach, emphasizing the versatility of their single retrieval-based architecture for achieving strong performance across multiple tasks.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,5 Related Work
106,NarrativeText,"Memory-based Architectures Our document index can be seen as a large external memory for neural networks to attend to, analogous to memory networks [64, 55]. Concurrent work [14] learns to retrieve a trained embedding for each entity in the input, rather than to retrieve raw text as in our work. Other work improves the ability of dialog models to generate factual text by attending over fact embeddings [15, 13]. A key feature of our memory is that it is comprised of raw text rather distributed representations, which makes the memory both (i) human-readable, lending a form of interpretability to our model, and (ii) human-writable, enabling us to dynamically update the model’s memory by editing the document index. This approach has also been used in knowledge-intensive dialog, where generators have been conditioned on retrieved text directly, albeit obtained via TF-IDF rather than end-to-end learnt retrieval [9].",application/pdf,['eng'],9,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"This paragraph discusses memory-based architectures in the context of document retrieval for neural networks, comparing and contrasting them with other approaches.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,5 Related Work
107,NarrativeText,"Retrieve-and-Edit approaches Our method shares some similarities with retrieve-and-edit style approaches, where a similar training input-output pair is retrieved for a given input, and then edited to provide a ﬁnal output. These approaches have proved successful in a number of domains including Machine Translation [18, 22] and Semantic Parsing [21]. Our approach does have several differences, including less of emphasis on lightly editing a retrieved item, but on aggregating content from several pieces of retrieved content, as well as learning latent retrieval, and retrieving evidence documents rather than related training pairs. This said, RAG techniques may work well in these settings, and could represent promising future work.",application/pdf,['eng'],9,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"This paragraph discusses the similarities and differences between the authors' method and existing retrieve-and-edit approaches in natural language processing, specifically in machine translation and semantic parsing.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,5 Related Work
109,NarrativeText,"In this work, we presented hybrid generation models with access to parametric and non-parametric memory. We showed that our RAG models obtain state of the art results on open-domain QA. We found that people prefer RAG’s generation over purely parametric BART, ﬁnding RAG more factual and speciﬁc. We conducted an thorough investigation of the learned retrieval component, validating its effectiveness, and we illustrated how the retrieval index can be hot-swapped to update the model without requiring any retraining. In future work, it may be fruitful to investigate if the two components can be jointly pre-trained from scratch, either with a denoising objective similar to BART or some another objective. Our work opens up new research directions on how parametric and non-parametric memories interact and how to most effectively combine them, showing promise in being applied to a wide variety of NLP tasks.",application/pdf,['eng'],9,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"This text block summarizes the research and findings of using Retrieval-Augmented Generation (RAG) models for open-domain question answering, highlighting its effectiveness and future research directions.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,6 Discussion
112,NarrativeText,"This work offers several positive societal beneﬁts over previous work: the fact that it is more strongly grounded in real factual knowledge (in this case Wikipedia) makes it “hallucinate” less with generations that are more factual, and offers more control and interpretability. RAG could be employed in a wide variety of scenarios with direct beneﬁt to society, for example by endowing it with a medical index and asking it open-domain questions on that topic, or by helping people be more effective at their jobs.",application/pdf,['eng'],10,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"This paragraph discusses the societal benefits of the RAG model, such as reduced hallucination and improved factuality due to its grounding in real-world knowledge. It also suggests potential applications in various fields like medicine and job support.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,Broader Impact
113,NarrativeText,"With these advantages also come potential downsides: Wikipedia, or any potential external knowledge source, will probably never be entirely factual and completely devoid of bias. Since RAG can be employed as a language model, similar concerns as for GPT-2 [50] are valid here, although arguably to a lesser extent, including that it might be used to generate abuse, faked or misleading content in the news or on social media; to impersonate others; or to automate the production of spam/phishing content [54]. Advanced language models may also lead to the automation of various jobs in the coming decades [16]. In order to mitigate these risks, AI systems could be employed to ﬁght against misleading content and automated spam/phishing.",application/pdf,['eng'],10,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"Discusses potential drawbacks of using external knowledge sources like Wikipedia in RAG, highlighting concerns such as factual accuracy, bias, and potential misuse for generating harmful content. It also touches upon the economic impact of advanced language models.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,Broader Impact
115,NarrativeText,"The authors would like to thank the reviewers for their thoughtful and constructive feedback on this paper, as well as HuggingFace for their help in open-sourcing code to run RAG models. The authors would also like to thank Kyunghyun Cho and Sewon Min for productive discussions and advice. EP thanks supports from the NSF Graduate Research Fellowship. PL is supported by the FAIR PhD program.",application/pdf,['eng'],10,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,"Expresses gratitude to reviewers, collaborators, and organizations for their contributions and support in the research.","Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,Acknowledgments
117,Bibliography,"[1] Payal Bajaj, Daniel Campos, Nick Craswell, Li Deng, Jianfeng Gao, Xiaodong Liu, Rangan Majumder, Andrew McNamara, Bhaskar Mitra, Tri Nguyen, Mir Rosenberg, Xia Song, Alina Stoica, Saurabh Tiwary, and Tong Wang. MS MARCO: A Human Generated MAchine Reading COmprehension Dataset. arXiv:1611.09268 [cs], November 2016. URL http: //arxiv.org/abs/1611.09268. arXiv: 1611.09268.",application/pdf,['eng'],10,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper on the MS MARCO dataset for machine reading comprehension.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
118,Bibliography,"[2] Petr Baudiš and Jan Šediv`y. Modeling of the question answering task in the yodaqa system. In International Conference of the Cross-Language Evaluation Forum for European Languages, pages 222–228. Springer, 2015. URL https://link.springer.com/chapter/10.1007% 2F978-3-319-24027-5_20.",application/pdf,['eng'],10,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a paper by Petr Baudiš and Jan Šediv`y on modeling question answering tasks.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
119,Bibliography,"[3] Jonathan Berant, Andrew Chou, Roy Frostig, and Percy Liang. Semantic Parsing on Freebase from Question-Answer Pairs. In Proceedings of the 2013 Conference on Empirical Methods in Natural Language Processing, pages 1533–1544, Seattle, Washington, USA, October 2013. Association for Computational Linguistics. URL http://www.aclweb.org/anthology/ D13-1160.",application/pdf,['eng'],10,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper on semantic parsing.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
120,Bibliography,"[4] Bin Bi, Chenliang Li, Chen Wu, Ming Yan, and Wei Wang. Palm: Pre-training an autoencod- ing&autoregressive language model for context-conditioned generation. ArXiv, abs/2004.07159, 2020. URL https://arxiv.org/abs/2004.07159.",application/pdf,['eng'],10,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper about pre-training a language model for context-conditioned generation.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
121,Bibliography,"[5] Danqi Chen, Adam Fisch, Jason Weston, and Antoine Bordes. Reading Wikipedia to Answer Open-Domain Questions. In Proceedings of the 55th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 1870–1879, Vancouver, Canada, July 2017. Association for Computational Linguistics. doi: 10.18653/v1/P17-1171. URL https://www.aclweb.org/anthology/P17-1171.",application/pdf,['eng'],10,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry citing a research paper about open-domain question answering.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
122,Bibliography,"[6] Eunsol Choi, Daniel Hewlett, Jakob Uszkoreit, Illia Polosukhin, Alexandre Lacoste, and Jonathan Berant. Coarse-to-ﬁne question answering for long documents. In Proceedings of the 55th Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 209–220, Vancouver, Canada, July 2017. Association for Computational Linguistics. doi: 10.18653/v1/P17-1020. URL https://www.aclweb.org/anthology/P17-1020.",application/pdf,['eng'],10,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry referencing a research paper about question answering in long documents.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
124,Bibliography,"[7] Christopher Clark and Matt Gardner. Simple and Effective Multi-Paragraph Reading Compre- hension. arXiv:1710.10723 [cs], October 2017. URL http://arxiv.org/abs/1710.10723. arXiv: 1710.10723.",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry referencing a paper on multi-paragraph reading comprehension.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
125,Bibliography,"[8] Jacob Devlin, Ming-Wei Chang, Kenton Lee, and Kristina Toutanova. BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding. In Proceedings of the 2019 Con- ference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies, Volume 1 (Long and Short Papers), pages 4171–4186, Minneapolis, Minnesota, June 2019. Association for Computational Linguistics. doi: 10.18653/v1/N19-1423. URL https://www.aclweb.org/anthology/N19-1423.",application/pdf,['eng'],11,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,Bibliographic entry referencing a research paper about BERT.,"Patrick Lewis,Ethan Perez,Aleksandra Piktus,Fabio Petroni,Vladimir Karpukhin,Naman Goyal,Heinrich KÃ¼ttler,Mike Lewis,Wen-tau Yih,Tim RocktÃ¤schel,Sebastian Riedel,Douwe Kiela","Facebook AI Research,University College London,New York University",2020,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,References
